GEOID,NAME,ABBR,year,index_eq_community_living,index_eq_communal_living,index_eq_institutional_living,index_eq_community_participation,index_eq_commute,index_eq_education,index_eq_insurance,index_eq_tech,index_eq_work_economic,index_eq_labor,index_eq_poverty,index_eq_adaparc,index_rel_community_living,index_rel_communal_living,index_rel_institutional_living,index_rel_community_participation,index_rel_commute,index_rel_education,index_rel_insurance,index_rel_tech,index_rel_work_economic,index_rel_labor,index_rel_poverty,index_rel_adaparc,index_adaparc
45,South Carolina,SC,2023,37.16353080225024,53.44655877211845,20.880502832382028,56.14063474401483,41.86218651641451,69.16668443716222,50.06767739537842,63.46599062710419,54.72097787395579,53.1346674331161,56.307288314795485,49.341714473406945,75.30090860394603,76.26080414114142,74.34101306675063,38.5881185917513,23.75642853331053,30.817125999537065,51.90826383197523,47.87065600218235,34.69354388525578,21.69401604581471,47.69307172469685,49.527523693651034,49.434619083528986
46,South Dakota,SD,2023,65.15668055018823,47.28434576683981,83.02901533353665,39.54623612851661,45.1288931314682,49.882584041405615,57.822698228031065,5.350769113161552,45.51042784041172,41.542579183427314,49.47827649739614,50.07111483970552,9.939011130909533,4.285846957158011,15.592175304661057,39.17361963486821,35.65119114357333,59.74315506708991,55.21479457859334,6.085337750216264,66.11550536560691,91.0797097357476,41.1513009954662,38.409378710461546,44.240246775083534
47,Tennessee,TN,2023,50.43779950191353,55.834111632470886,45.04148737135618,52.44056372519963,52.45143431892089,63.04266412555174,52.67412239972834,41.59403405659757,59.56950690288845,49.312108986083146,69.82690481969375,54.14929004333387,66.06644807275983,78.91494579673149,53.217950348788165,32.46223988155892,25.409195266839397,21.536435352401227,43.03581112326638,39.86751778372868,32.36993003345533,21.53564800766539,43.20421205924528,43.63287266259135,48.891081352962615
48,Texas,TX,2023,55.889717403403075,48.17456940339473,63.604865403411424,55.05831580988591,52.38929008743597,53.46964246622235,40.45425026584131,73.92008042004402,48.81714220476783,44.3895100185784,53.244774390957275,53.25505847268561,57.79566343369835,79.19811267002453,36.39321419737218,37.95551089356202,36.997787463811605,31.992679912298826,14.48981569588179,68.34176050225585,63.067620854767405,70.99491639496986,55.14032531456495,52.93959839400926,53.097328433347435
000,United States,USA,2023,53.342796291758106,53.266912599559795,53.418679983956416,48.86164554202372,49.62243193399356,48.39976012446253,48.4414397459835,48.98295036365531,45.948548337958165,41.777850970277555,50.119245705638775,49.384330057246665,50.53633494969967,53.87028379213656,47.20238610726278,47.86047813304718,53.90869373712084,43.09999342684645,41.32032659843693,53.1128987697845,47.84126948853833,43.88518206832087,51.79735690875579,48.74602752376173,49.0651787905042
49,Utah,UT,2023,62.607208552210835,68.80971214013397,56.404704964287696,61.0532372391446,47.994347015443815,40.33384254456291,60.27792102507385,95.60683837149782,49.15539873090093,57.307230633517186,41.00356682828467,57.605281507418795,66.05528583571873,72.53064715266422,59.579924518773254,72.3531056477061,55.48497571210285,85.99181633376776,49.861865449151274,98.07376509580251,78.94068082498379,91.17051249221517,66.71084915775243,72.44969076946954,65.02748613844417
51,Virginia,VA,2023,48.767731135684414,48.61228610496069,48.92317616640814,48.513700813247006,55.04447149687803,39.35041890958905,48.877480857651314,50.78243198886963,39.33687510027313,39.482035908885706,39.19171429166055,45.53943568306818,56.89305742052743,66.4896500814379,47.29646475961696,53.89922067553105,47.919183411504875,64.67038559468315,47.78543828953271,55.221875406403456,68.9517669649301,58.74816689266851,79.1553670371917,59.9146816869962,52.72705868503219
50,Vermont,VT,2023,45.83976964523739,61.235039287557896,30.444500002916904,47.14357293339083,44.6920149958707,32.01560235185988,54.97178285228272,56.894891533550016,50.786445667680056,67.60105396741587,33.971837367944254,47.923262748769424,43.66580423325166,8.973264948855476,78.35834351764785,62.3555159654597,50.18953345191288,86.37975419379731,62.99293225193279,49.859843964195846,36.59644902166697,37.09352429414193,36.09937374919202,47.53925640679278,47.7312595777811
53,Washington,WA,2023,48.13132337860536,74.81034343726976,21.452303319940953,60.872340827684695,81.7235618121635,27.53436152147468,56.56059600681392,77.6708439702867,38.09008636461176,45.28584380412205,30.89432892510147,49.03125019030061,66.29160780328964,46.874848831206215,85.70836677537307,72.40960075340382,71.5404127185306,80.80942067996388,49.681914515881736,87.60665509923909,72.71327485947471,62.61401305183846,82.81253666711095,70.47149447205607,59.75137233117833
55,Wisconsin,WI,2023,46.66395949263857,58.08694031803982,35.24097866723731,47.37647216626165,42.73329739727939,43.56585663131115,58.5078037698944,44.698930866561646,44.71029465780205,51.31004137563757,38.11054793996654,46.25024210556742,50.40288355968026,35.70432976803667,65.10143735132385,55.52593060023925,43.34560032847981,58.432086453810086,72.95942443569693,47.36661118297018,60.62116606508268,71.22389525732547,50.0184368728399,55.516660075000736,50.88345109028408
54,West Virginia,WV,2023,40.199349722331085,49.7344388556635,30.664260588998673,47.63382262751199,29.57830042874066,82.75007739054591,38.32088302199884,39.88602966876254,76.86507368308101,75.73105036897411,77.9990969971879,54.89941534430803,64.33890299850995,84.35608015553362,44.32172584148628,35.778363109357976,29.508857189152337,9.486022389469548,73.13803143936661,30.980541419443416,13.74698920946082,4.045394865369678,23.448583553551963,37.95475177244291,46.42708355837547
