"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","# Occupied Units","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% No Income","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 - $24,999","% $25,000 - $29,999","% $30,000 - $39,999","% $40,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% low income","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% Children 0-5","% Children 6-12","% Children 13-17","% No Children","% female head","% female head with children","% Female Head with children between 0-5yrs","% Households where Head or spouse/Co-head has a disability","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% of households with any disabled member","% with disability, among all persons in households","% of Households where both head and spouse are younger than 62","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic","%Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
"3","Summary of All HUD Programs","1","N/A","UT Utah","49","20331","17485","86","16355","94","5","13","1.8","28839","414","829","16664","9450","6","6","6","36","18","11","6","6","5","19","1","73","18","100","98","86","3","22","11","16","12","74","67","22","9","56","56","56","58","36","59","3","38","18","41","2","27","6","2","3","72","0","13","2","16","1","25","83","69","109","53","28","19","18","14","37","44","NA","NA","NA","NA","NA","UT","NA","NA"
"3","Public Housing","2","N/A","UT Utah","49","1128","1072","95","920","86","6","14","2.1","1912","428","490","18819","9055","8","5","8","32","13","9","7","8","9","30","1","60","20","99","95","80","2","35","16","24","16","63","74","33","14","45","36","58","48","25","59","2","42","15","41","3","31","4","1","2","69","0","23","0","23","1","31","78","61","109","53","19","28","6","17","38","42","NA","NA","NA","NA","NA","UT","NA","NA"
"3","Housing Choice Vouchers","3","N/A","UT Utah","49","14134","11662","83","10558","91","5","12","1.9","19882","436","871","16991","9023","7","5","5","36","17","11","6","7","5","21","1","70","18","100","98","86","4","24","11","18","15","72","67","24","8","64","59","74","67","39","66","2","43","20","34","1","27","7","2","3","73","0","14","1","15","1","25","84","80","120","44","31","25","24","14","38","43","NA","NA","NA","NA","NA","UT","NA","NA"
"3","Summary of All HUD Programs","1","N/A","VT Vermont","50","13563","11196","83","11937","100","5","9","1.7","20518","478","1007","19845","11546","2","2","6","35","19","13","8","9","7","16","6","75","22","99","97","79","5","20","10","15","11","75","67","21","8","56","59","53","59","37","54","2","35","17","46","4","11","6","2","2","88","0","1","0","2","2","16","102","46","115","61","25","14","10","14","14","50","NA","NA","NA","NA","NA","VT","NA","NA"
"3","Public Housing","2","N/A","VT Vermont","50","421","409","97","409","100","5","11","1.4","555","445","366","19680","14503","1","3","4","40","20","10","7","8","7","10","2","87","24","99","94","78","3","7","3","6","5","90","58","8","2","58","80","44","59","46","41","1","22","18","59","5","3","2","-1","0","97","0","-1","-1","0","0","10","100","-1","-1","87","5","8","2","16","12","43","NA","NA","NA","NA","NA","VT","NA","NA"
"3","Housing Choice Vouchers","3","N/A","VT Vermont","50","9442","7308","77","8011","100","5","8","1.9","15157","488","1069","19821","10476","3","2","7","36","17","12","7","8","8","19","7","70","21","99","97","81","6","25","12","18","14","70","67","26","9","62","57","72","66","39","65","2","43","20","35","2","14","8","2","2","86","0","2","0","2","2","17","105","59","116","52","30","18","11","14","15","48","NA","NA","NA","NA","NA","VT","NA","NA"
"3","Summary of All HUD Programs","1","N/A","VA Virginia","51","107467","92877","86","92754","100","6","9","2.1","192380","445","1054","18384","8864","4","10","7","33","14","9","6","8","9","28","1","66","20","99","96","79","3","35","16","23","18","62","78","35","14","36","30","47","40","21","63","3","43","17","37","3","75","67","0","3","23","1","2","1","4","1","25","122","76","167","35","36","29","22","20","60","47","NA","NA","NA","NA","NA","VA","NA","NA"
"3","Public Housing","2","N/A","VA Virginia","51","12535","11155","89","10995","99","6","12","2.2","24316","372","937","16273","7358","4","19","8","31","11","7","5","7","7","29","2","64","20","99","94","80","2","45","22","28","20","53","80","44","20","36","26","63","40","20","74","5","53","16","26","1","79","75","0","1","21","1","1","0","2","2","20","103","32","143","33","36","31","16","35","69","43","NA","NA","NA","NA","NA","VA","NA","NA"
"3","Housing Choice Vouchers","3","N/A","VA Virginia","51","61137","50810","83","50599","100","6","7","2.2","112635","505","1086","20330","9133","4","8","7","31","13","9","7","10","12","34","1","61","21","99","94","76","3","38","14","25","23","59","81","38","13","43","33","67","49","24","69","2","48","20","31","2","80","74","0","2","20","1","3","0","4","1","27","142","87","200","24","40","36","30","17","59","47","NA","NA","NA","NA","NA","VA","NA","NA"
"3","Summary of All HUD Programs","1","N/A","WA Washington","53","96312","86484","90","88819","100","7","8","1.9","169310","458","1164","18922","9927","6","3","10","37","16","9","5","6","9","19","7","68","18","99","96","85","4","22","10","16","14","73","66","23","7","52","48","56","54","31","56","2","35","19","44","4","44","23","3","10","55","1","6","1","8","4","15","130","76","129","54","28","19","12","16","44","42","NA","NA","NA","NA","NA","WA","NA","NA"
"3","Public Housing","2","N/A","WA Washington","53","9848","9306","94","9300","100","7","7","1.8","17064","477","908","20455","11148","2","3","8","40","17","8","5","6","11","22","4","71","18","99","96","86","5","16","7","13","13","79","63","17","5","47","44","50","49","29","45","1","26","18","55","5","56","26","2","16","44","1","10","1","12","2","29","136","82","84","66","18","16","6","15","49","38","NA","NA","NA","NA","NA","WA","NA","NA"
"3","Housing Choice Vouchers","3","N/A","WA Washington","53","68089","60329","89","62542","100","7","8","2.1","128807","476","1241","19485","9461","7","3","10","34","14","9","5","6","11","22","8","63","18","99","96","84","5","27","12","20","17","68","68","27","9","56","47","72","60","32","65","2","42","21","35","2","45","26","3","8","55","1","6","1","8","4","14","137","80","147","45","33","22","15","15","44","44","NA","NA","NA","NA","NA","WA","NA","NA"
"3","Summary of All HUD Programs","1","N/A","WV West Virginia","54","34674","30734","89","29889","97","6","16","1.7","51217","352","594","14522","8475","7","9","6","41","16","10","5","4","2","20","1","73","24","99","95","72","3","24","13","15","10","73","69","24","11","45","41","51","46","28","62","5","37","20","38","2","16","14","0","0","83","0","1","0","1","1","10","76","74","170","50","30","20","20","24","15","64","NA","NA","NA","NA","NA","WV","NA","NA"
"3","Public Housing","2","N/A","WV West Virginia","54","6303","5974","95","5865","98","6","18","1.8","10754","352","463","16805","9165","8","8","7","36","14","9","6","6","6","28","1","62","27","97","89","68","4","27","15","16","11","69","67","26","12","38","33","50","40","23","68","7","40","20","32","1","22","20","0","0","78","0","1","0","1","2","11","78","57","120","55","22","22","11","26","19","65","NA","NA","NA","NA","NA","WV","NA","NA"
"3","Housing Choice Vouchers","3","N/A","WV West Virginia","54","16329","13890","85","13434","97","6","14","1.9","24922","369","590","13940","7514","9","7","7","41","16","10","5","4","1","21","1","68","23","100","96","74","3","29","14","18","14","68","74","29","12","48","41","64","50","29","70","4","43","23","30","1","16","15","0","0","84","0","1","0","1","1","10","78","90","221","31","42","27","34","22","14","67","NA","NA","NA","NA","NA","WV","NA","NA"
"3","Summary of All HUD Programs","1","N/A","WI Wisconsin","55","78710","68005","86","68651","100","6","11","1.7","114611","413","668","17445","10450","4","6","4","37","19","12","7","6","4","17","1","78","22","99","97","79","2","23","11","15","11","75","70","23","10","48","48","47","50","32","54","3","34","16","46","3","42","33","1","1","55","1","4","1","6","1","21","89","69","110","59","25","17","14","18","36","49","NA","NA","NA","NA","NA","WI","NA","NA"
"3","Public Housing","2","N/A","WI Wisconsin","55","9833","9383","95","9347","100","6","12","1.8","16442","443","430","21073","11979","3","6","4","32","17","11","8","8","10","25","0","71","26","98","91","70","3","24","11","17","13","73","66","24","10","45","43","47","48","29","58","3","38","17","42","3","37","29","1","2","63","0","3","0","4","1","22","93","29","135","63","17","20","8","20","30","48","NA","NA","NA","NA","NA","WI","NA","NA"
"3","Housing Choice Vouchers","3","N/A","WI Wisconsin","55","34963","27752","79","28060","100","6","7","1.9","54390","436","740","17409","8981","7","6","5","35","18","11","8","7","5","21","1","71","20","99","97","80","2","32","14","21","17","67","76","31","13","52","44","66","57","33","64","3","43","19","36","2","54","45","1","1","46","1","5","0","7","2","21","97","86","128","38","36","26","26","19","43","49","NA","NA","NA","NA","NA","WI","NA","NA"
"3","Summary of All HUD Programs","1","N/A","WY Wyoming","56","5809","5205","90","5359","100","6","19","1.6","8727","411","665","17332","10643","4","6","6","33","20","13","8","7","3","20","1","75","23","99","97","75","3","22","12","14","10","74","70","23","10","48","49","46","49","32","55","5","34","15","45","4","20","4","3","1","77","0","10","2","12","2","10","67","64","125","44","38","18","28","14","21","61","NA","NA","NA","NA","NA","WY","NA","NA"
"3","Public Housing","2","N/A","WY Wyoming","56","638","607","95","607","100","6","20","2","1191","468","528","21991","11208","4","4","5","27","17","11","8","12","11","31","1","63","27","98","89","65","5","30","15","20","17","65","70","30","10","42","41","43","44","25","61","3","43","15","39","4","26","5","1","2","74","0","16","1","18","3","8","74","73","171","44","17","39","23","13","22","62","NA","NA","NA","NA","NA","WY","NA","NA"
"3","Housing Choice Vouchers","3","N/A","WY Wyoming","56","2769","2532","91","2614","100","5","17","1.6","4263","451","693","17978","11024","3","3","5","34","21","14","8","7","3","19","1","78","23","99","98","75","3","21","10","15","11","76","72","22","9","57","56","58","59","38","54","3","34","18","46","2","22","5","3","1","78","1","12","1","13","2","10","73","81","128","32","45","23","42","13","23","61","NA","NA","NA","NA","NA","WY","NA","NA"
"3","Summary of All HUD Programs","1","N/A","GU Guam","66","3474","3314","95","3270","99","6","10","4.1","13328","495","1517","21199","5201","3","19","9","9","13","12","10","13","13","61","5","32","22","97","91","69","28","42","36","51","38","29","79","59","26","14","10","36","17","4","83","3","63","18","17","1","99","1","0","98","1","-1","0","0","0","3","25","99","90","402","16","24","61","6","0","0","0","NA","NA","NA","NA","NA","GU","NA","NA"
"3","Public Housing","2","N/A","GU Guam","66","750","687","92","687","100","6","16","4.2","2883","448","1040","19084","4547","6","19","10","10","14","11","8","11","11","60","6","28","20","100","95","77","20","55","43","55","35","25","81","63","31","12","7","38","14","4","84","4","65","15","16","1","99","1","0","98","1","-1","-1","-1","0","4","31","79","100","387","14","20","66","6","0","0","0","NA","NA","NA","NA","NA","GU","NA","NA"
"3","Housing Choice Vouchers","3","N/A","GU Guam","66","2675","2579","96","2534","98","6","9","4.1","10392","512","1649","21955","5354","2","19","8","8","13","12","10","14","14","62","4","32","22","98","92","68","31","40","35","51","39","29","79","60","25","14","10","33","16","4","85","3","63","19","15","1","99","0","0","98","1","-1","0","1","1","2","22","104","89","407","15","25","60","6","0","0","0","NA","NA","NA","NA","NA","GU","NA","NA"
"3","Summary of All HUD Programs","1","N/A","MP Northern Mariana Islands","69","492","465","94","537","100","8","4","4.3","2323","222","1105","9626","2225","2","44","9","21","8","9","4","2","1","33","-1","65","-1","-1","-1","-1","29","50","37","54","49","20","82","69","25","11","8","31","18","5","88","3","66","19","12","1","99","0","-1","99","1","-1","0","0","0","6","40","99","100","186","8","38","53","5","-1","-1","-1","NA","NA","NA","NA","NA","MP","NA","NA"
"3","Housing Choice Vouchers","3","N/A","MP Northern Mariana Islands","69","374","351","94","417","100","8","2","4.3","1793","213","1072","9217","2144","2","46","8","21","7","9","4","2","1","33","-1","66","-1","-1","-1","-1","28","54","39","56","50","18","84","72","28","10","8","29","15","4","92","3","71","18","8","0","99","0","-1","99","1","-1","0","-1","0","6","40","94","100","183","11","43","47","0","-1","-1","-1","NA","NA","NA","NA","NA","MP","NA","NA"
"3","Summary of All HUD Programs","1","N/A","PR Puerto Rico","72","107040","96144","90","95924","100","6","9","2","193173","161","757","7270","3610","20","33","17","14","7","5","2","1","0","24","7","48","25","94","82","65","3","36","15","22","17","60","81","38","14","12","7","21","14","7","71","5","50","16","29","2","99","0","0","0","0","13","81","6","99","0","12","164","97","82","25","30","45","31","50","99","51","NA","NA","NA","NA","NA","PR","NA","NA"
"3","Public Housing","2","N/A","PR Puerto Rico","72","52850","49243","93","49124","100","6","8","2","96818","137","815","6354","3224","32","30","12","11","6","5","2","2","1","22","8","38","22","94","83","70","3","35","16","20","15","62","78","36","15","12","7","28","15","8","76","8","51","17","24","1","100","0","0","0","0","18","82","0","100","0","10","205","100","59","17","36","46","41","54","99","48","NA","NA","NA","NA","NA","PR","NA","NA"
"3","Housing Choice Vouchers","3","N/A","PR Puerto Rico","72","33878","28087","83","27586","98","6","8","2.1","59256","179","642","7678","3574","10","38","21","16","7","5","2","1","0","31","6","52","25","96","84","63","4","38","12","24","22","58","86","40","11","13","9","25","16","8","72","2","52","18","28","1","100","0","0","0","0","7","91","1","100","1","14","126","91","104","28","25","47","24","46","99","57","NA","NA","NA","NA","NA","PR","NA","NA"
"3","Summary of All HUD Programs","1","N/A","VI U.S. Virgin Islands","78","6191","4489","73","4377","98","6","10","2.2","9815","391","1340","17216","7677","3","29","14","13","8","7","6","11","10","42","5","50","24","96","85","66","2","42","19","27","21","56","79","41","18","12","9","19","14","6","67","5","47","16","33","3","98","77","0","0","1","18","1","2","20","0","25","146","99","212","25","33","42","26","0","0","0","NA","NA","NA","NA","NA","VI","NA","NA"
"3","Public Housing","2","N/A","VI U.S. Virgin Islands","78","2211","1763","80","1761","100","5","5","2.1","3779","437","1539","20041","9339","2","26","14","13","8","7","6","12","14","42","6","49","28","95","82","64","2","35","14","22","19","63","75","33","13","17","12","26","20","10","61","3","40","19","39","3","100","85","-1","-1","0","14","0","0","15","0","24","202","100","182","26","32","41","30","0","0","0","NA","NA","NA","NA","NA","VI","NA","NA"
"3","Housing Choice Vouchers","3","N/A","VI U.S. Virgin Islands","78","2161","1360","63","1132","83","5","4","2.4","2695","497","917","20597","8652","0","20","13","13","10","8","9","15","13","51","3","46","28","98","84","58","1","51","19","33","27","48","87","50","18","7","6","11","9","4","73","2","56","14","27","3","99","84","0","0","1","14","0","0","14","0","27","111","97","302","27","36","37","19","0","0","0","NA","NA","NA","NA","NA","VI","NA","NA"
"3","Summary of All HUD Programs","1","N/A","XX Missing","XX","85","76","89","173","100","8","18","2","341","667","1273","25158","12763","2","9","2","19","12","12","14","14","16","49","2","38","-1","-1","-1","-1","2","37","18","23","15","59","71","35","16","18","9","42","18","10","70","16","46","10","28","1","62","51","1","3","25","2","2","3","8","2","-1","2180","80","141","39","35","27","16","-1","-1","-1","NA","NA","NA","NA","NA","XX","NA","NA"
