GEOID,NAME,ABBR,year,pop_total,pwd_total,pwd_hearing,pwd_vision,pwd_cognitive,pwd_ambulatory,pwd_selfcare,pwd_indliving,pwd_white,pwd_black,pwd_hisp,pwd_white_nonhisp,pwd_other_americanindian_alaskanative,pwd_asian,pwd_other_nativehawaiian_otherpacificislander,pwd_other_other_race,pwd_multiple,pop_18_64_ages18to34,pop_18_64_ages35to64,pwd_0_5,pwd_5_17,pwd_18_64_noninstitutionalized18to34yrs,pwd_18_64_noninstitutionalized35to64,pop_grtoeq_65_65to74,pop_grtoeq_65_75yrsplus,pwd_grtoeq_65_65to74,pwd_grtoeq_65_75yrsplus,pop_female,pwd_female,pop_male,pwd_male,pop_total_grpquarters,pwd_pct,pop_grpquarters,pwd_grpquarters_pct,pop_grpquarters_noninstitution,pop_grpquarters_noninstitution_pwd_pct,pop_grpquarters_institution,pop_grpquarters_institution_pwd_pct,pop_nursing,pop_grpqrters_18_64,pwd_grpqrters_18_64,pop_nursing_18_64,pwod_nursing_18_64,pwd_nursing_18_64_pct,pwod_nursing_18_64_pct,pop_nursing_18_24,pop_nursing_25_34,pop_nursing_35_44,pop_nursing_45_54,pop_nursing_55_64,pop_corrections,pwod_corrections,pwd_corrections,pwd_grpquarters,pwod_grpquarters,pop_19_64,pwd_19_64,pwod_19_64,pop_grtoeq_65,pwd_grtoeq_65,pwod_grtoeq_65,pwd_19_64_uninsured,pwod_19_64_uninsured,pwd_grtoeq_65_uninsured,pwod_grtoeq_65_uninsured,pwd_19_64_insured,pwod_19_64_insured,pwd_grtoeq_65_insured,pwod_grtoeq_65_insured,pwd_19_64_insured_public,pwod_19_64_insured_public,pwd_grtoeq_65_insured_public,pwod_grtoeq_65_insured_public,pwd_19_64_insured_private,pwod_19_64_insured_private,pwd_grtoeq_65_insured_private,pwod_grtoeq_65_insured_private,pop_total_commute,pwd_total_commute,pwod_total_commute,pop_commute_public_pct,pwd_commute_public_pct,pwod_commute_public_pct,pop_commute_car_alone_pct,pwd_commute_car_alone_pct,pwod_commute_car_alone_pct,pwod_pop_educ,pwd_pop_educ,pwd_lessthan_highschool_pct,pwod_lessthan_highschool_pct,pwd_highschoolequiv_pct,pwod_highschoolequiv_pct,pwd_degree_aa_pct,pwod_degree_aa_pct,pwd_degree_grtoeq_ba_pct,pwod_degree_grtoeq_ba_pct,pop_total_class_18_64,pwd_class_18_64,pwod_class_18_64,pwd_below_poverty,pwod_below_poverty,pwd_atorabove_poverty,pwod_atorabove_poverty,pwd_employed,pwod_employed,pwd_unemployed,pwod_unemployed,pwd_notlabor,pwod_notlabor,pwd_grtoeq_16_med_individual_income,pwod_grtoeq_16_med_individual_income,total_housing_units_mortgage,mortgage_burdened_30_35,mortgage_burdened_35_40,mortgage_burdened_40_50,mortgage_burdened_grtoeq_50,rent_total,rent_burdened_30_35,rent_burdened_35_40,rent_burdened_40_50,rent_burdened_grtoeq_50,pop_grtoeq_16_wfh_pct,pwd_grtoeq_16_wfh_pct,pwod_grtoeq_16_wfh_pct,pop_fulltime,pwd_fulltime,pwod_fulltime,pop_not_fulltime,pwd_not_fulltime,pwod_not_fulltime,pop_didnotwork,pwd_didnotwork,pwod_didnotwork,pwd_commute_carpool,pwd_commute_walk,pwd_commute_taxi_car_bike_etc,pwd_total_pct,pop_total_employed_16_plus,pwd_employed_subj,pwd_16_plus_subj,pwd_not_employed_subj,pop_least_one_cpu,pwod_total,pwod_pct,pop_18_64,pwd_18_64,pwd_18_64_pct,pwd_grtoeq_65_pct,pwd_other,pwd_other_multiple,pwd_white_pct,pwd_black_pct,pwd_hisp_pct,pwd_asian_pct,pwd_white_nonhisp_pct,pwd_other_pct,pwd_multiple_pct,pwd_white_dis_pct,pwd_black_dis_pct,pwd_hisp_dis_pct,pwd_asian_dis_pct,pwd_white_nonhisp_dis_pct,pwd_other_dis_pct,pwd_multiple_dis_pct,pwd_other_multiple_dis_pct,female_pwd_pct,pwd_female_pct,male_pwd_pct,pwd_male_pct,pwd_hearing_pct,pwd_vision_pct,pwd_cognitive_pct,pwd_ambulatory_pct,pwd_selfcare_pct,pwd_indliving_pct,pwd_19_64_pct,pwd_employed_pct,pwod_employed_pct,pwd_unemployed_pct,pwod_unemployed_pct,pwd_notlabor_pct,pwod_notlabor_pct,pwd_below_poverty_pct,pwod_below_poverty_pct,pwd_atorabove_poverty_pct,pwod_atorabove_poverty_pct,mortgage_burdened,mortgage_burdened_pct,rent_burdened,rent_burdened_pct,pwd_fulltime_pct,pwod_fulltime_pct,pwd_not_fulltime_pct,pwod_not_fulltime_pct,pop_grtoeq_16_wfh,pwd_grtoeq_16_wfh,pwod_grtoeq_16_wfh,pwd_total_grpquarters,pwod_total_grpquarters,pwd_pct_grpquarters,pwod_pct_grpquarters,pop_grpquarters_institution_pwod_pct,pop_grpquarters_noninstitution_pwod_pct,grpquarters_pct,pwd_grpquarters_institution,pwd_grpquarters_institution_pct,pwod_grpquarters_institution,pwod_grpquarters_institution_pct,pwd_grpquarters_noninstitution,pwd_grpquarters_noninstitution_pct,pwod_grpquarters_noninstitution,pwod_grpquarters_noninstitution_pct,pwd_home,pwd_home_pct,pwod_home,pwod_home_pct,pwd_grpqrters_18_64pct,pwod_grpqrters_18_64_pct,pwod_grpqrters_18_64,pwd_nursing_18_64,pwd_corrections_pct,pwod_corrections_pct,pwd_19_64_insured_pct,pwd_19_64_uninsured_pct,pwod_19_64_insured_pct,pwod_19_64_uninsured_pct,pwd_grtoeq_65_insured_pct,pwd_grtoeq_65_uninsured_pct,pwod_grtoeq_65_insured_pct,pwod_grtoeq_65_uninsured_pct,pwd_19_64_insured_public_pct,pwod_19_64_insured_public_pct,pwd_grtoeq_65_insured_public_pct,pwod_grtoeq_65_insured_public_pct,pwd_19_64_insured_private_pct,pwod_19_64_insured_private_pct,pwd_grtoeq_65_insured_private_pct,pwod_grtoeq_65_insured_private_pct,pop_commute_public,pwd_commute_public,pwod_commute_public,pop_commute_car_alone,pwd_commute_car_alone,pwod_commute_car_alone,pwd_lessthan_highschool,pwod_lessthan_highschool,pwd_highschoolequiv,pwod_highschoolequiv,pwd_degree_aa,pwod_degree_aa,pwd_degree_grtoeq_ba,pwod_degree_grtoeq_ba,pwd_not_in_labor_force,pwd_car_commute,pwd_car_commute_pct,pwd_pub_transit,pwd_pub_transit_pct,pwd_pub_transit_dis_pct,pwd_walk_bike,pwd_walk_bike_pct,pwd_wfh,pwd_wfh_pct,pwd_wfh_dis_pct,pwd_int,pwod_int,pwd_int_pct,pwod_int_pct,pwd_smartphone,pwod_smartphone,pwd_smartphone_pct,pwod_smartphone_pct,pwd_computer,pwod_computer,pwd_computer_pct,pwod_computer_pct,pwd_housing_choice_voucher_pct,pwd_pubhousing_pct
0,United States,USA,2022,"326,147,510","41,941,456","11,590,762","7,771,172","16,263,952","20,538,531","7,901,651","14,735,332","29,292,518","5,696,234","5,860,137","27,165,326","434,053","1,445,222","72,806","1,919,294","3,081,329","74,890,315","124,775,561","131,689","3,180,317","5,420,682","15,459,138","31,868,748","21,483,670","7,669,207","10,080,423","165,482,854","21,591,830","160,664,656","20,349,626","331,097,593",12.86,"8,103,291",3720,"4,418,487",20.7,"3,684,804",57,"1,603,387","203,146,240","21,243,775","284,952","17,952",1.26,0.01,0,1,1,4,12,"1,921,467","1,448,694","472,773","44,107,010","286,990,583","195,017,714","20,547,268","174,470,446","53,352,418","17,749,630","35,602,788","2,078,958","21,649,160","110,417","321,212","18,468,310","152,821,286","17,639,213","35,281,576","11,000,386","24,963,973","17,378,269","33,671,061","9,751,715","132,879,554","9,417,273","21,093,704","155,456,549","9,565,375","145,891,174",3.8,4.2,3.8,71.7,67.7,71.9,"186,071,702","36,354,255",18.3,9.2,33.4,24.7,28.8,28.5,19.4,37.7,"196,951,894","20,705,554","176,246,340","5,159,317","18,026,248","15,546,237","158,220,092","8,401,988","138,802,596","1,090,110","7,112,477","11,387,722","32,870,983","29,382","43,313","50,148,459","3,329,406","2,227,633","2,647,773","5,419,588","44,238,593","3,760,574","2,750,710","3,735,036","10,301,618",11.7,11.3,11.8,"108,561,580","5,372,160","103,189,420","51,056,685","4,546,937","46,509,748","46,509,748","10,960,723","29,086,888",11,3,3,1290,"10,047,796",26,"39,192,687",71,"118,132,604","284,206,054",87.14,"199,665,876","20,879,820",10.46,33.27,"2,426,153","5,507,482",8.98,1.75,1.8,0.44,8.33,0.74,0.94,69.84,13.58,13.97,3.45,64.77,5.78,7.35,13.13,13.05,51.48,12.67,48.52,3.55,2.38,4.99,6.3,2.42,4.52,10.54,0,79.56,0,4.08,55.42,18.84,24.92,10.23,75.08,89.77,"13,624,400",27.17,"20,547,938",46.45,26.15,59.14,22.13,26.66,"1,818,841,623","108,088,738","1,721,515,853","3,014,424","5,088,867",0,0,43,79.3,2.45,"2,100,338",5.01,"1,584,466",0.56,"914,627",0.28,"3,503,860",1.06,"41,092,045",93.16,"281,901,716",98.23,0,89.3,"181,409,592","267,000",1.07,0.5,89.88,10.12,87.59,12.41,99.38,0.62,99.1,0.9,53.54,14.31,97.91,94.57,47.46,76.16,53.06,59.25,"5,907,349","401,746","5,543,865","111,462,346","6,475,759","104,895,754","6,652,829","17,118,597","12,142,321","45,959,710","10,470,025","53,030,435","7,052,725","70,149,032","29,144,891","1,107,383",11.58,"4,017",4.2,0.04,"583,488",6.1,"10,809",11.3,0.11,38765043,272291018,83.7096260219112,94.8819877065476,36976117,268658464,92.1789950073276,98.1673007280372,31589089,243639220,68.213798358559,84.8980390417169,NA,NA
1,Alabama,AL,2022,"4,944,981","800,846","215,574","153,119","304,510","428,017","145,649","284,279","544,493","213,804","19,193","537,132","3,948","5,100",404,"6,729","26,368","1,115,068","1,872,913","1,594","51,239","94,067","326,755","512,266","335,807","154,341","172,850","2,557,603","418,544","2,387,378","382,302","5,028,092",16.2,"132,901",3570,"65,180",13.6,"67,721",56.9,"27,612","3,046,416","429,052","6,040",284,1.34,0.01,0,1,2,6,14,"37,245","26,870","10,375","840,186","4,187,906","2,912,537","415,495","2,497,042","848,073","327,191","520,882","57,713","371,209","1,034","2,638","357,782","2,125,833","326,157","518,244","215,993","266,540","322,672","501,581","200,576","1,944,341","182,221","325,023","2,168,395","158,701","2,009,694",0.3,0.4,0.3,82.8,79.5,83.1,"2,642,311","710,769",21.3,9.4,34.8,29,28.2,30.8,15.8,30.7,"2,935,341","417,956","2,517,385","114,318","322,000","303,638","2,195,385","140,812","1,908,766","17,064","94,900","262,946","563,493","27,689","37,546","740,157","39,260","27,686","31,443","70,394","585,358","45,062","30,554","43,438","126,759",6.7,7.2,6.6,"1,563,359","95,661","1,467,698","668,219","72,092","596,127","596,127","253,069","503,334",10,1,1,1620,"165,301",22,"756,735",76,"1,761,106","4,144,135",83.8,"2,987,981","420,822",14.08,38.58,"11,081","37,449",11.01,4.32,0.39,0.1,10.86,0.22,0.53,67.99,26.7,2.4,0.64,67.07,1.38,3.29,4.68,16.36,52.26,16.01,47.74,4.36,3.1,6.16,8.66,2.95,5.75,14.27,0.01,76.44,0.02,3.8,63.28,22.57,27.35,12.79,72.65,87.21,"168,783",22.8,"245,813",41.99,23.02,58.78,17.35,23.87,"14,528,246","1,142,647","13,263,980","47,446","85,455",0,0,43.1,86.4,2.64,"38,533",4.81,"29,188",0.7,"8,864",0.18,"56,316",1.12,"792,789",94.36,"4,102,451",97.96,0,85.6,"2,607,732","5,756",1.23,0.64,86.11,13.89,85.13,14.87,99.68,0.32,99.49,0.51,51.98,10.67,98.62,96.29,48.27,77.87,55.69,62.4,"6,505",635,"6,029","1,795,431","126,167","1,670,056","151,394","248,377","247,348","766,270","200,437","813,832","112,302","811,189","591,434","17,449",11,6,0.4,0,"4,285",2.7,114,7.2,0.07,724293,3864737,81.6012843623254,92.3099503761439,713355,3880568,93.3079316745082,97.7294574668354,538740,3236067,60.6962595763858,77.294052398359,32.39,33.4
2,Alaska,AK,2022,"706,392","88,994","32,496","18,194","33,293","36,974","14,100","25,768","55,371","2,446","5,277","53,381","15,970","4,123","1,336","1,707","8,041","166,313","268,582",325,"6,677","12,592","36,460","62,858","29,646","18,093","14,847","343,583","40,802","362,809","48,192","734,821",12.6,"29,947",1750,"22,700",10.3,"7,247",39.8,"1,793","461,323","52,033",257,26,0.44,0.01,0,1,0,6,7,"4,895","3,949",946,"93,122","641,699","425,959","48,324","377,635","92,504","32,940","59,564","6,032","59,125",218,778,"42,292","318,510","32,722","58,786","25,237","69,975","32,055","55,633","22,983","268,652","17,553","39,602","330,033","24,480","305,553",1.1,1.5,1.1,65.5,62.5,65.8,"388,665","77,344",12.9,5.3,32.6,28.1,36,33.2,18.6,33.4,"433,380","48,971","384,409","10,208","34,483","38,763","349,926","21,678","293,391","3,257","18,096","24,117","74,356","34,190","47,126","106,808","8,496","5,164","6,696","10,614","89,178","7,632","5,350","7,647","15,935",8.4,9.1,8.4,"214,145","13,302","200,843","138,387","13,473","124,914","124,914","22,277","60,086",12,8,7,1260,"25,483",31,"83,055",65,"254,025","617,398",87.4,"434,895","49,052",11.28,35.61,"19,013","27,054",7.84,0.35,0.75,0.58,7.56,2.69,1.14,62.22,2.75,5.93,4.63,59.98,21.36,9.04,30.4,11.88,45.85,13.28,54.15,4.6,2.58,4.71,5.23,2,3.65,11.34,0.06,77.69,0.13,4.79,49.91,19.69,20.84,8.97,79.16,91.03,"30,970",29,"36,564",41,27.53,53.18,27.88,33.08,"2,772,277","222,768","2,566,645","5,241","24,706",0,0,60.2,89.7,4.08,"2,884",3.24,"4,363",0.71,"2,338",0.32,"20,362",2.77,"87,900",94.39,"616,993",96.15,0,88.8,"409,655",231,1.02,0.62,87.52,12.48,84.34,15.66,99.34,0.66,98.69,1.31,52.22,18.53,97.31,93.4,47.56,71.14,53.29,66.49,"3,630",367,"3,361","216,172","15,300","201,054","9,977","20,599","25,214","109,215","27,844","129,037","14,386","129,814","57,572","3,115",12.72,4,1.5,0.01,"3,599",14.7,22,9.1,0.09,86673,596443,87.978602460514,93.9181220249202,87376,592331,93.7068336836687,96.0763704723765,72417,540185,73.5078565918226,85.0595291520422,52.84,31.36
4,Arizona,AZ,2022,"7,060,320","942,953","288,433","180,542","346,473","449,199","157,761","305,649","683,267","37,994","228,336","590,558","43,367","18,433","1,181","56,268","102,443","1,637,468","2,552,610","3,492","70,958","126,447","325,733","740,077","539,114","176,880","239,443","3,561,879","470,803","3,498,441","472,150","7,172,282",13.36,"157,223",3110,"68,290",24.5,"88,933",36.2,"21,501","4,281,017","461,994","4,798",878,0.85,0.02,0,1,2,6,14,"63,702","52,510","11,192","976,283","6,195,999","4,087,446","444,133","3,643,313","1,279,191","416,323","862,868","48,593","552,266","2,848","7,737","395,540","3,091,047","413,475","855,131","233,764","595,410","408,310","823,477","208,320","2,608,025","212,570","471,421","3,221,679","218,397","3,003,282",1.2,2.2,1.2,70.4,64.7,70.8,"3,968,776","815,670",15.8,10.1,28.3,22.4,34.8,33,21.1,34.4,"4,153,674","449,832","3,703,842","103,028","414,344","346,804","3,289,498","194,122","2,854,855","25,042","143,272","233,016","739,771","30,400","41,775","1,140,854","72,658","49,461","57,978","118,398","923,784","81,788","60,073","81,268","199,522",14.3,15,14.3,"2,268,154","128,776","2,139,378","1,031,705","98,046","933,659","933,659","225,358","664,861",11,2,4,1340,"228,008",26,"882,064",71,"2,606,673","6,117,367",86.64,"4,190,078","452,180",10.79,32.55,"100,816","203,259",9.68,0.54,3.23,0.26,8.36,1.43,1.45,72.46,4.03,24.21,1.95,62.63,10.69,10.86,21.56,13.22,49.93,13.5,50.07,4.09,2.56,4.91,6.36,2.23,4.33,10.87,0.01,78.36,0.02,3.93,52.47,20.3,22.9,11.19,77.1,88.81,"298,495",26.16,"422,651",45.75,28.99,58.72,22.08,25.63,"46,070,010","3,275,955","42,946,933","48,896","108,327",0,0,63.8,75.5,2.19,"32,194",3.41,"56,739",0.93,"16,731",0.23,"51,559",0.72,"927,358",94.99,"6,087,672",98.25,0,89.1,"3,814,386","3,920",1.15,0.85,89.06,10.94,84.84,15.16,99.32,0.68,99.1,0.9,52.63,16.34,98.08,95.43,46.9,71.58,51.06,54.63,"38,660","4,805","36,039","2,268,062","141,303","2,126,324","128,876","400,846","230,835","889,006","283,853","1,309,696","172,106","1,365,259","654,056","26,310",12.05,48,2.2,0.02,"14,633",6.7,328,15,0.15,866862,6009279,86.543489785344,94.5219603532683,840965,5984030,94.4613680731999,98.2655333563341,746605,5466487,74.5375875181825,85.9842033438049,48.16,33.24
5,Arkansas,AR,2022,"2,964,272","523,279","147,365","103,798","206,528","276,567","98,911","177,318","399,993","79,205","19,467","392,907","3,313","3,443",764,"8,042","28,519","664,183","1,101,033","1,904","40,982","63,398","211,655","299,398","203,585","97,205","108,135","1,510,319","263,015","1,453,953","260,264","3,018,669",17.65,"83,080",3500,"34,762",14.5,"48,318",49.8,"19,260","1,801,967","280,779","3,768",124,1.3,0.01,1,1,2,4,12,"27,375","22,688","4,687","547,560","2,471,109","1,721,438","271,314","1,450,124","502,983","205,340","297,643","23,118","196,422",704,"1,589","248,196","1,253,702","204,636","296,054","171,962","262,243","202,953","287,824","107,227","1,039,876","101,503","170,801","1,298,076","104,656","1,193,420",0.3,0.4,0.3,80.6,76.9,81,"1,527,789","455,212",18.9,9.4,39.7,32.1,27.9,30.1,13.4,28.4,"1,738,206","273,908","1,464,298","79,379","190,369","194,529","1,273,929","90,828","1,133,716","10,920","54,509","173,305","301,938","26,726","36,813","415,881","23,022","14,248","18,484","34,885","395,738","31,945","20,813","28,392","74,370",6.8,6.1,6.8,"940,242","59,924","880,318","390,081","48,964","341,117","341,117","166,165","268,728",12,2,2,1770,"108,772",22,"487,330",75,"1,070,214","2,440,993",82.35,"1,765,216","275,053",15.58,40.82,"12,119","40,638",13.49,2.67,0.66,0.12,13.25,0.41,0.96,76.44,15.14,3.72,0.66,75.09,2.32,5.45,7.77,17.41,50.26,17.9,49.74,4.97,3.5,6.97,9.33,3.34,5.98,15.76,0.01,78.18,0.03,3.76,63.88,20.82,28.98,13,71.02,87,"90,639",21.79,"155,520",39.3,22.09,60.71,18.05,23.52,"8,826,917","638,402","8,115,256","29,078","54,002",0,0,50.2,85.5,2.75,"24,062",4.6,"24,256",0.99,"5,040",0.17,"29,722",0.98,"518,458",94.69,"2,417,107",97.81,0,84.3,"1,519,058","3,644",0.86,0.92,91.48,8.52,86.45,13.55,99.66,0.34,99.47,0.53,63.38,18.08,98.84,96.7,39.52,71.71,49.43,57.38,"3,894",419,"3,580","1,046,249","80,480","966,670","86,035","143,612","180,719","490,420","127,004","459,864","60,998","433,892","378,558","13,573",12.97,4,0.4,0,"4,710",4.5,64,6.1,0.06,449740,2282538,80.0321737381862,91.901156667021,455163,2303973,94.03455927014,97.7019419760704,345278,1944534,61.4429423310656,78.2922009527767,47.21,38.8
6,California,CA,2022,"38,874,540","4,275,158","1,144,553","807,548","1,681,268","2,118,847","986,503","1,712,716","2,306,840","325,663","1,369,306","1,880,441","55,756","508,259","17,321","555,890","505,429","9,413,107","14,932,464","15,850","304,301","553,092","1,469,711","3,391,935","2,369,557","773,001","1,159,203","19,534,702","2,225,933","19,339,838","2,049,225","39,356,104",11,"863,025",3960,"540,698",31.5,"322,327",53.1,"124,061","24,716,234","2,053,600","26,990","1,430",1.24,0.01,0,1,2,5,14,"179,961","136,608","43,353","4,454,365","34,901,739","23,786,261","1,990,587","21,795,674","5,761,492","1,932,204","3,829,288","145,503","2,230,715","14,955","48,251","1,845,084","19,564,959","1,917,249","3,781,037","1,128,845","4,406,425","1,878,602","3,548,701","900,676","15,735,820","844,499","1,994,321","18,196,111","890,066","17,306,045",3.6,4.8,3.6,68.5,62.6,68.8,"22,721,885","3,736,003",23.6,14.1,24.7,19.6,30,27.8,21.8,38.5,"24,141,037","2,007,436","22,133,601","455,946","2,245,049","1,551,490","19,888,552","796,121","16,750,568","123,564","1,066,919","1,103,118","4,505,281","31,838","45,749","5,067,173","424,588","297,599","371,411","801,290","5,908,461","524,424","392,624","561,441","1,571,900",13.7,15,13.6,"12,457,019","485,963","11,971,056","6,561,036","452,372","6,108,664","6,108,664","1,084,468","4,243,048",11,3,3,1100,"954,156",24,"4,009,859",73,"12,763,912","34,599,382",89,"24,345,571","2,022,803",8.31,33.54,"628,967","1,134,396",5.93,0.84,3.52,1.31,4.84,1.62,1.3,53.96,7.62,32.03,11.89,43.99,14.71,11.82,26.53,11.39,52.07,10.6,47.93,2.94,2.08,4.32,5.45,2.54,4.41,8.37,0,76.85,0,4.9,55.42,20.67,22.71,10.14,77.29,89.86,"1,894,888",37.4,"3,050,389",51.63,24.41,54.92,22.73,28.03,"249,286,721","13,350,990","235,362,212","341,758","521,267",0,0,46.9,68.5,2.19,"171,156",4,"151,171",0.44,"170,320",0.43,"370,378",0.94,"4,112,889",92.33,"34,380,472",98.51,0,91.5,"22,615,354","25,560",0.97,0.39,92.69,7.31,89.77,10.23,99.23,0.77,98.74,1.26,56.71,20.22,97.23,92.67,45.25,72.2,43.71,52.08,"655,060","42,723","623,018","12,464,336","557,181","11,906,559","881,697","3,203,786","922,793","4,453,489","1,120,801","6,316,684","814,449","8,747,926","3,055,703","104,369",11.73,427,4.8,0.05,"56,964",6.4,"1,335",15,0.15,3995374,33030253,84.9955517130904,96.2177284190794,3848963,32640167,91.271609039794,98.4699940927356,3363134,29920718,71.5455999400939,87.1595963442321,50.39,32.58
8,Colorado,CO,2022,"5,675,719","625,448","200,593","114,783","242,945","265,093","96,035","197,946","481,218","28,810","122,837","431,282","9,659","13,431","1,041","31,243","60,046","1,400,388","2,198,038","2,171","44,959","97,581","229,538","526,465","310,781","111,123","140,076","2,820,989","311,758","2,854,730","313,690","5,770,790",11.02,"122,380",3590,"67,941",17.8,"54,439",58.5,"20,929","3,674,127","334,001","3,897",425,1.04,0.01,0,1,1,3,13,"31,289","19,889","11,400","659,863","5,110,927","3,519,591","321,483","3,198,108","837,246","251,199","586,047","27,351","344,212","1,503","4,005","294,132","2,853,896","249,696","582,042","160,672","440,662","245,595","553,590","169,513","2,507,031","137,004","328,415","2,966,371","181,262","2,785,109",2.2,3.2,2.1,68.6,65.5,68.8,"3,368,993","538,956",11.9,6.6,27.2,19,33.3,27.6,27.7,46.8,"3,561,744","324,321","3,237,423","66,866","270,768","257,455","2,966,655","159,073","2,647,262","18,861","110,778","149,185","513,267","32,400","47,841","1,057,739","74,528","51,311","61,056","112,181","770,497","72,558","52,146","70,837","185,539",16.7,15.4,16.7,"2,054,542","100,705","1,953,837","981,309","87,236","894,073","894,073","139,178","423,397",10,3,3,1100,"188,117",32,"587,114",64,"2,191,097","5,050,271",88.98,"3,598,426","327,119",9.09,30,"41,943","101,989",8.48,0.51,2.16,0.24,7.6,0.74,1.06,76.94,4.61,19.64,2.15,68.96,6.71,9.6,16.31,11.05,49.85,10.99,50.15,3.53,2.02,4.28,4.67,1.69,3.49,9.13,0.01,82.78,0.02,3.46,46.41,16.05,20.62,8.36,79.38,91.64,"299,076",28.28,"381,080",49.46,31.33,61.09,27.14,27.96,"49,538,396","2,791,435","46,511,320","43,934","78,446",0,0,41.5,82.2,2.12,"31,847",5.09,"22,592",0.45,"12,093",0.21,"55,848",0.97,"615,923",93.34,"5,032,481",98.47,0,90.6,"3,328,759","3,472",1.73,0.39,91.49,8.51,89.24,10.76,99.4,0.6,99.32,0.68,49.98,13.78,97.77,94.46,52.73,78.39,54.54,56.04,"65,260","5,800","58,487","2,034,931","118,727","1,916,155","64,136","222,354","146,596","640,109","179,472","929,842","149,291","1,576,689","398,997","19,857",10.96,58,3.2,0.03,"10,151",5.6,279,15.4,0.15,599898,4951108,85.1413089295776,96.4125612058415,571755,4891436,91.7177987920787,98.5900322288714,530702,4630663,75.3205760505031,90.1725593364406,52.5,48.75
9,Connecticut,CT,2022,"3,567,016","414,269","107,895","73,155","166,001","192,364","79,494","151,115","298,317","45,455","71,565","275,028","1,379","10,493",159,"27,585","30,881","784,600","1,430,476","1,221","32,413","54,729","148,708","357,555","252,062","69,641","107,557","1,824,697","213,496","1,742,319","200,773","3,611,317",11.61,"111,735",3780,"75,356",21.9,"36,379",70.6,"22,488","2,239,332","205,665","3,386",173,1.56,0.01,0,0,1,2,11,"11,695","9,056","2,639","440,303","3,171,014","2,162,782","199,479","1,963,303","609,617","177,198","432,419","10,572","146,403","1,385","3,461","188,907","1,816,900","175,813","428,958","114,738","325,035","172,581","403,420","92,247","1,536,739","94,926","255,566","1,790,484","95,166","1,695,318",3.5,4.5,3.5,72.2,67.5,72.5,"2,128,652","353,912",18.2,6.9,35.2,24,24.2,24.1,22.4,45,"2,158,640","198,250","1,960,390","47,459","161,527","150,791","1,798,863","83,346","1,592,876","14,415","89,700","105,676","329,063","29,645","50,547","618,022","44,193","30,556","34,142","77,108","477,219","39,969","29,929","40,884","119,156",12.6,12,12.6,"1,195,500","47,814","1,147,686","629,858","52,210","577,648","577,648","103,413","286,305",10,3,2,1160,"100,755",26,"386,116",70,"1,327,317","3,152,747",88.39,"2,215,076","203,437",9.18,29.07,"29,123","60,004",8.36,1.27,2.01,0.29,7.71,0.82,0.87,72.01,10.97,17.28,2.53,66.39,7.03,7.45,14.48,11.7,51.54,11.52,48.46,3.02,2.05,4.65,5.39,2.23,4.24,9.22,0.01,81.13,0.03,4.57,52.98,16.76,23.94,8.24,76.06,91.76,"185,999",30.1,"229,938",48.18,23.97,58.46,26.17,29.42,"22,560,098","1,141,992","21,361,007","42,236","69,499",0,0,29.4,78.1,3.09,"25,684",6.2,"10,695",0.34,"16,503",0.46,"58,853",1.63,"398,116",90.42,"3,101,515",97.81,0,90.6,"2,028,835","3,213",0.6,0.29,94.7,5.3,92.54,7.46,99.22,0.78,99.2,0.8,57.52,16.56,97.39,93.29,46.24,78.27,53.57,59.1,"62,667","4,282","59,336","1,292,729","64,237","1,229,106","64,412","146,877","124,577","510,876","85,647","513,005","79,276","957,893","285,361","10,635",11.17,43,4.5,0.04,"5,139",5.4,114,12,0.12,382580,3008345,81.238042455785,95.3435651107925,352774,2919653,87.8637911238079,97.6256427506686,311408,2724046,66.1251929663628,86.3332686795543,38.97,43.53
